attempts,unknown_device,unusual_time,verification_failures,location_change,request_rate,label
20,1,1,9,1,19.990689211498037,1
82,1,1,43,1,5.257112398392301,1
46,1,1,26,1,13.499296594831204,1
70,1,1,25,1,18.525072473191564,1
90,1,1,11,0,9.122119414128461,1
30,1,1,21,1,27.830817010536407,1
81,1,1,49,1,21.187911621084076,1
24,1,1,10,1,6.3901380420115155,1
29,1,1,33,1,26.403312475343586,1
64,1,1,30,1,7.676429463854651,1
80,1,1,32,1,25.562366232255677,1
99,1,1,45,1,28.747491706151898,1
66,1,1,31,0,18.667392051803255,1
61,0,1,28,1,19.165131472636574,1
37,1,1,17,1,5.270277090879908,1
89,1,0,44,0,29.51420567651809,1
83,0,1,8,1,20.42360068461255,1
25,1,0,33,1,23.704020659692137,1
78,1,1,37,1,29.243090819949426,1
99,1,0,38,0,22.300281398666367,1
69,1,1,8,1,19.440793858610565,1
68,1,1,29,1,13.77047773337539,1
22,1,0,33,0,25.8647738148818,1
92,1,1,21,1,25.210143472342274,1
68,1,1,38,1,28.3138719604828,1
20,1,0,30,1,5.816476519612397,1
19,1,1,25,1,28.202545887744662,1
92,0,1,22,1,28.462053955353866,1
49,0,1,43,1,28.504579781302066,1
58,1,1,24,1,29.056536165228916,1
46,1,1,21,1,10.423906146596988,1
82,1,0,23,0,15.479571897553033,1
42,1,1,10,0,17.56068217915941,1
57,1,1,9,1,28.357602854187256,1
71,1,0,45,1,21.935951780707363,1
53,1,1,30,1,18.507413294757683,1
18,1,1,49,1,17.1005143127351,1
87,1,1,10,1,22.821149896523874,1
18,1,1,26,1,21.7773289271494,1
84,1,0,29,1,11.64821126580297,1
17,1,0,21,1,8.009689469727226,1
87,1,1,12,1,18.66146354320311,1
44,1,0,32,1,23.10581369029873,1
72,1,1,32,1,20.061236049164695,1
24,1,0,28,1,12.615058894354762,1
95,1,1,19,0,28.172908658277702,1
89,1,0,42,0,19.58130980781392,1
20,1,1,49,1,14.942110360826367,1
16,0,1,22,1,27.606082285189128,1
60,1,0,20,1,25.141220134083547,1
95,1,1,12,0,9.831235380854205,1
61,1,0,23,1,21.56990685524304,1
66,1,1,10,1,22.345138924185292,1
66,1,1,44,1,8.847497617344342,1
34,1,1,9,1,21.99243042083363,1
83,1,1,26,1,9.835883573912064,1
76,1,1,43,0,7.7784286833003105,1
52,1,1,27,1,25.60876118123374,1
96,0,1,18,1,21.781770630728314,1
58,0,1,49,1,7.932003695011126,1
45,1,1,38,1,16.692030312121926,1
80,1,1,9,1,19.1057954171134,1
30,1,0,38,1,25.581830317000755,1
99,1,0,19,0,27.24783440907156,1
79,1,1,14,1,26.639059579305087,1
33,0,1,18,1,13.10823443378795,1
41,1,1,23,0,5.0336567739140925,1
98,1,1,17,1,10.833320566233166,1
91,1,1,44,1,10.308349357172283,1
71,1,0,48,1,9.586310028755733,1
80,1,0,33,0,7.039968000120959,1
62,0,1,8,1,23.10636318747833,1
41,1,1,9,0,27.259608021381652,1
42,1,0,28,0,7.246921293404016,1
32,0,1,19,0,26.289857982605476,1
59,1,1,23,1,20.137031263148636,1
47,1,1,45,1,5.0278023549046855,1
30,1,1,47,0,16.05916332756047,1
92,1,1,30,1,13.56827313569768,1
46,1,1,41,1,27.35662795641035,1
92,0,0,38,1,18.858917030409227,1
68,0,1,20,1,19.14362376533223,1
87,1,1,38,1,20.178382022089423,1
86,0,1,30,0,25.74307165804061,1
68,1,1,33,0,27.282955159007468,1
81,1,1,8,1,21.812681566841228,1
84,1,1,40,1,8.208146554719113,1
90,1,1,46,1,17.49897479911971,1
59,1,1,29,1,17.301362234560017,1
57,1,0,49,1,12.056561760323321,1
37,1,1,27,1,25.81042958525632,1
65,1,1,21,0,12.39162598179048,1
25,0,1,13,1,12.694272632328728,1
56,1,1,15,1,23.25554294393123,1
21,1,1,32,1,24.261180526849746,1
26,1,1,31,1,29.379499399387708,1
68,1,1,18,1,21.902625645358796,1
25,1,1,30,1,19.493279153354802,1
71,1,0,26,0,9.15131303703841,1
49,1,1,23,0,28.526206500959425,1
59,0,1,45,1,21.492256823261858,1
78,1,1,30,1,23.262311937057486,1
95,1,0,17,1,18.131460469539583,1
64,1,1,8,0,21.890532739956083,1
18,1,1,33,0,6.049101836090857,1
64,1,1,31,1,18.506972329685524,1
57,1,1,25,0,26.96923124482286,1
61,1,1,44,0,28.489214725629143,1
62,1,1,37,1,24.78524376267439,1
26,1,1,14,1,13.077492541658431,1
20,1,0,29,1,15.566400844723958,1
44,1,1,44,1,20.44828899615745,1
53,1,0,36,1,8.304491443846793,1
29,1,0,25,1,27.560081902766868,1
52,1,1,38,1,25.658520273754668,1
96,1,1,31,1,25.648307713750405,1
20,1,1,28,1,28.94864649815344,1
28,1,1,16,0,25.490238826644998,1
83,1,1,39,1,18.574953315131733,1
29,1,0,10,0,10.057348728955091,1
93,1,1,45,1,17.08235712415813,1
22,1,0,11,0,5.645234821579543,1
22,1,1,16,1,28.994775510121254,1
85,0,0,48,1,18.122499668145956,1
58,0,1,15,1,6.9296882556616985,1
26,1,1,21,0,13.953492913228612,1
57,1,1,32,0,14.553486870814233,1
92,1,1,35,1,15.269720249990295,1
23,1,0,40,0,29.713499676142668,1
81,1,1,31,1,14.82867823735038,1
27,1,0,25,1,21.938645129594395,1
59,1,1,20,1,13.74844633926785,1
89,1,1,33,1,25.76556901079478,1
58,1,1,29,0,24.978949277619552,1
96,1,1,40,1,25.104139124597104,1
63,1,1,42,1,21.894032322380596,1
68,0,1,42,1,8.325244972683219,1
69,1,1,47,0,15.227128715871906,1
20,1,1,30,1,28.466620332334305,1
32,1,0,46,1,19.257173468284762,1
96,0,1,49,1,6.082881831357799,1
20,1,1,38,0,17.8293770570509,1
59,1,0,44,1,6.523218043017999,1
42,1,1,48,1,12.140649714056078,1
52,0,1,9,1,9.360231677787489,1
38,0,1,31,1,27.414366461725255,1
39,0,1,41,1,19.923630585329313,1
33,1,1,16,1,9.519628764059489,1
48,1,1,25,1,18.878344668829712,1
20,1,0,48,0,7.194705926453999,1
24,1,1,31,1,25.296653100259494,1
29,1,1,16,1,11.649942327316449,1
29,1,1,12,1,21.575680093078685,1
16,1,0,17,0,8.323201067699566,1
81,0,1,16,0,5.0232354217490265,1
56,1,1,19,1,27.793146922819393,1
87,1,1,30,1,25.093880900294067,1
99,1,1,12,1,22.291391296663537,1
64,1,0,9,1,15.70459849667932,1
84,1,0,18,1,23.630368567270864,1
97,1,0,23,1,25.630284281490777,1
29,1,1,21,0,28.907297037834034,1
21,0,1,23,1,7.7253403910232175,1
86,0,1,26,1,12.561657936536742,1
91,1,1,43,0,22.258071172518225,1
20,1,1,24,1,10.781998207898887,1
42,1,1,21,1,7.106384435449282,1
68,1,1,15,1,12.236022374205206,1
73,1,1,36,1,21.94308103003301,1
82,1,1,47,1,28.986804573885298,1
94,1,1,48,1,21.91611587049619,1
47,1,1,48,1,16.93000198544903,1
62,1,1,42,1,21.775324513322744,1
75,1,1,31,0,20.30021324898638,1
92,1,0,34,1,20.784399441084418,1
22,1,1,20,1,24.387632417974984,1
75,0,0,20,1,14.228404845230113,1
92,1,1,14,1,17.63801979308726,1
39,0,1,9,0,21.57865622438022,1
70,1,1,29,0,25.506332973622243,1
57,1,1,9,1,21.51996324227276,1
20,1,1,12,1,13.625420998114153,1
51,1,1,9,0,27.87503844368818,1
78,1,1,36,0,6.690118736809579,1
32,1,1,8,0,17.809820518302665,1
96,0,1,40,1,7.765089971829021,1
74,1,1,30,1,11.862666837676956,1
27,0,1,44,1,25.37680251689517,1
95,1,1,37,1,16.518340006041846,1
81,1,1,14,1,11.215122115332658,1
79,1,1,36,1,13.639489646770325,1
61,1,1,13,1,25.688092348845426,1
52,1,1,31,1,9.62300743667861,1
77,0,1,37,1,29.43740645522233,1
43,1,1,8,1,6.5056736225074365,1
31,1,1,22,1,8.06244654914973,1
70,1,1,41,1,9.753219157967642,1
66,1,0,8,1,11.174029174797314,1
67,0,1,47,0,7.888959417015793,1
88,1,0,30,1,20.148154885356185,1
93,1,1,21,1,8.996994084161035,1
33,1,0,24,1,24.911014038086932,1
46,1,1,13,1,10.5127196784162,1
37,1,1,22,1,13.808176356313483,1
93,1,1,34,1,8.529976588429623,1
69,1,1,45,1,24.3808634724764,1
40,1,1,36,0,28.451603489203283,1
37,1,1,38,1,6.725923422784373,1
15,1,1,13,1,8.71266954109202,1
44,1,1,24,1,29.19357062084289,1
56,1,1,23,1,14.062549613287828,1
41,1,0,9,1,17.93233705380633,1
27,1,1,29,0,19.39464656936029,1
89,0,1,45,0,18.63725851237089,1
31,1,1,39,1,8.081186453313787,1
23,1,0,37,0,23.539152711670738,1
35,1,1,17,1,9.886450009209998,1
98,1,1,16,1,7.872658584047757,1
18,1,1,16,1,17.479973671033296,1
33,0,1,33,1,29.038768303439156,1
96,1,0,40,1,19.223887082046268,1
47,1,1,10,1,26.211794360156617,1
86,1,1,14,1,18.614886217768735,1
38,1,1,32,1,21.843905744602246,1
72,1,1,13,1,9.660495121349364,1
92,1,1,14,1,5.671691351123382,1
98,1,1,33,1,15.67762613400858,1
44,1,1,40,1,11.304321937388249,1
40,1,1,47,0,29.432095579423233,1
93,1,1,9,0,23.20291093340416,1
17,1,1,43,1,12.73531987176111,1
58,1,0,43,0,13.196070947145456,1
65,1,1,26,1,26.741242120304282,1
62,1,1,22,1,9.13749436659139,1
37,1,0,10,0,10.293646551310488,1
35,1,1,45,1,21.673186186467017,1
49,1,1,17,1,18.189699331804142,1
48,0,1,24,1,25.2893001087887,1
15,1,1,20,1,22.794448624773736,1
18,1,0,19,1,19.792924222310013,1
22,1,1,19,1,18.21641509973189,1
25,0,1,28,1,9.644423867467696,1
90,1,1,28,1,8.42112916465892,1
53,1,1,16,1,23.42831034891598,1
75,1,1,13,1,23.51658952666565,1
38,1,1,28,1,20.354656107975284,1
53,1,1,35,0,25.936812990469363,1
62,0,1,49,0,19.420197990956396,1
89,1,1,47,1,7.9493120907015395,1
78,1,1,9,1,15.54281543814791,1
98,1,1,25,1,12.888329516578388,1
44,1,0,18,1,19.11599644740505,1
47,1,1,11,1,22.129362831944515,1
33,1,1,23,1,28.116044778215915,1
67,0,0,12,0,6.596994185772571,1
97,1,1,19,1,23.58587934890486,1
96,1,1,9,0,14.852253819362577,1
90,0,1,16,1,26.995943698536696,1
19,1,1,48,0,12.742292777629729,1
21,1,1,22,0,23.911277199722797,1
79,1,1,44,1,16.256920261039767,1
54,1,1,37,1,15.63764148179607,1
94,1,1,19,1,12.545234241567343,1
23,1,1,35,1,8.342391359985905,1
91,1,1,21,0,15.716106980213294,1
67,1,1,15,1,29.937953279316876,1
57,1,1,12,1,11.056428939619185,1
24,1,1,25,0,13.470325540121204,1
90,1,1,16,1,9.51643853278258,1
49,1,1,41,1,14.843878539135167,1
55,0,1,35,0,6.461449680921925,1
83,1,1,39,1,14.999575457339214,1
49,1,1,33,1,21.618480122771157,1
36,0,1,11,1,5.1838261138606745,1
45,1,1,41,1,16.67195247807761,1
94,1,1,34,1,16.877709123295887,1
44,1,1,29,1,29.92022951702772,1
63,0,0,11,1,10.099865090234683,1
67,0,1,23,1,12.271921355789562,1
51,1,1,25,0,17.829747292745743,1
98,1,1,14,0,6.882535839961744,1
48,1,0,39,1,9.47909795725377,1
83,1,1,34,1,6.25438375799935,1
22,0,1,21,0,5.984046995493237,1
23,0,0,38,1,28.39565333507057,1
57,0,1,40,0,20.23764727512458,1
76,1,1,17,1,27.72163515797509,1
85,1,1,23,1,17.72397601055119,1
34,1,1,12,0,19.495739401193127,1
84,1,1,40,1,6.374157670995552,1
35,1,1,32,1,17.761503283661032,1
69,0,0,41,1,29.1639609845136,1
84,1,1,30,1,20.630403125785953,1
33,1,0,49,1,18.438503591008658,1
31,0,1,43,1,10.328552982848418,1
96,1,1,24,1,7.424469062902385,1
18,1,1,19,1,6.476253611456799,1
82,1,1,25,0,21.70008126857535,1
96,1,1,42,0,27.393158887877863,1
46,1,1,31,1,17.84666314283179,1
41,1,1,8,0,23.76496141860316,1
24,1,0,46,1,16.137945362329027,1
60,0,1,46,1,11.103689012672682,1
86,1,1,14,1,8.285309571381712,1
73,1,1,15,1,28.953452995112404,1
19,1,1,46,1,16.0859775709011,1
90,1,0,38,1,23.41182936547682,1
52,0,1,32,1,12.890830384178807,1
26,1,1,49,1,29.372606820255875,1
32,1,1,24,0,22.032052763310844,1
48,0,1,41,1,5.758845138325107,1
64,1,1,10,0,28.832679189559315,1
81,0,1,24,1,18.62002713190246,1
18,0,1,13,1,23.060284611588614,1
23,1,1,31,1,26.789647071560164,1
17,1,1,42,1,17.64814500365985,1
54,0,1,20,1,22.180858586517072,1
95,1,0,9,1,22.33443846297131,1
36,1,1,42,1,29.59765909742909,1
83,1,1,48,0,19.224579857603068,1
27,1,0,47,1,19.232448353369882,1
49,1,1,18,1,9.353917309884908,1
24,1,1,15,0,16.231703961640918,1
80,1,0,27,1,11.452691079335368,1
39,1,1,18,0,12.603096236700903,1
